[{I} |08-19 15:55:54.831 1787126154] ---->>[pvr_event_notify] SKYFM_ADD_DEVICE, dev_name:TF卡 disk_status:0
[{E} |08-19 16:44:41.181 1787129081] mk:[Socket.cpp:906][event poller 0:flushData] flushData

[{E} |08-19 16:44:41.683 1787129081] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{E} |08-19 16:44:42.184 1787129082] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{E} |08-19 16:44:42.708 1787129082] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{E} |08-19 16:44:43.115 1787129083] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{D} |08-19 16:44:43.115 1787129083] mk:[RtmpPusher.cpp:404][event poller 3:operator()] send_metaData rtmp->time_stamp 1787129083047


[{E} |08-19 16:44:43.115 1787129083] mk:[Socket.cpp:906][event poller 0:flushData] flushData

[{E} |08-19 16:44:43.297 1787129083] the mem is: total 74132KB vaild 21556KB free 11824KB buffer 20kB cache 12576KB add 24420kB cpu is 42.53 temp 63 

[{E} |08-19 16:44:43.628 1787129083] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{D} |08-19 16:44:43.927 1787129083] ++++++++++++++++time interval is =[184ms]+++++++++++++++++

[{I} |08-19 16:44:43.950 1787129083] recv len = 365 socket id = 251 data = POST /xiaopaitech/device_service HTTP/1.1
Host: 192.168.7.221
User-Agent: Xiaopaitech NVR/1.0
Content-Type: application/json; charset=utf-8;
Content-Length: 127
Connection: close
Authorization: Basic m39BzkVm1d0hYV67FkkYh9R3oZk=

{
	"service_type":	"setting",
	"msg_id":	"0",
	"cmd_name":	"SK_SETTING_GET_OSD",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0
}
[{I} |08-19 16:44:43.950 1787129083] Content-Length:127
[{I} |08-19 16:44:43.950 1787129083] Authorization:m39BzkVm1d0hYV67FkkYh9R3oZk=
[{I} |08-19 16:44:43.950 1787129083] sk xpt get ip = 192.168.7.143 token = m39BzkVm1d0hYV67FkkYh9R3oZk= ok index = 0
[{E} |08-19 16:44:43.950 1787129083] Authorization : m39BzkVm1d0hYV67FkkYh9R3oZk= token : m39BzkVm1d0hYV67FkkYh9R3oZk= 
[{I} |08-19 16:44:43.950 1787129083] cmd_name SK_SETTING_GET_OSD
[{D} |08-19 16:44:44.044 1787129084] st_mb_pic_cal.u32MBSize 675840

[{I} |08-19 16:44:44.049 1787129084] pic_width: 640, pic_height: 360, dst_w: 640, dst_h: 352

[{E} |08-19 16:44:44.051 1787129084] destroy mb_blk: 0x995818

[{E} |08-19 16:44:44.128 1787129084] mk:[Socket.cpp:906][event poller 0:flushData] flushData

[{E} |08-19 16:44:44.219 1787129084] ==LYH=num_bboxes=2=select_idx=0==posture.class_id=1=

[{E} |08-19 16:44:44.219 1787129084] ==LYH=tvd=i=0=class_id=0==pose_metric=17.336143=

[{E} |08-19 16:44:44.219 1787129084] ==LYH=tvd=i=1=class_id=0==pose_metric=2.478481=

[{E} |08-19 16:44:44.219 1787129084] ==LYH=tvd=num_bboxes=2=results_ex_count=2==m_pose_class_id=0=

[{E} |08-19 16:44:44.638 1787129084] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{E} |08-19 16:44:45.138 1787129085] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{I} |08-19 16:44:45.405 1787129085] --->>>[sk_xpt_discovery_task_L1610] recvbuf=[{
	"service_type":	"discovery",
	"msg_id":	"0",
	"cmd_name":	"SK_DISCOVERY_SEARCH",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0,
	"sn":	"0337043000124478800012",
	"type":	"NVR",
	"model":	"",
	"ip":	"192.168.7.143",
	"port":	"9018",
	"mac":	"2c:cc:e6:8a:30:52"
}]

[{I} |08-19 16:44:45.405 1787129085] sender_addr address = 192.168.7.143:9008

[{I} |08-19 16:44:45.406 1787129085] 
--->>>ENTER: [parse_xpt_packet_L1295]

[{I} |08-19 16:44:45.406 1787129085] --->>>[parse_xpt_packet_L1297] buf=[{
	"service_type":	"discovery",
	"msg_id":	"0",
	"cmd_name":	"SK_DISCOVERY_SEARCH",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0,
	"sn":	"0337043000124478800012",
	"type":	"NVR",
	"model":	"",
	"ip":	"192.168.7.143",
	"port":	"9018",
	"mac":	"2c:cc:e6:8a:30:52"
}] length=[263]

[{I} |08-19 16:44:45.406 1787129085] 
--->>>ENTER: [get_json_to_struct_L940]

[{I} |08-19 16:44:45.406 1787129085] --->>> [get_json_to_struct_L975] length=[263] json_str_format=[{
	"service_type":	"discovery",
	"msg_id":	"0",
	"cmd_name":	"SK_DISCOVERY_SEARCH",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0,
	"sn":	"0337043000124478800012",
	"type":	"NVR",
	"model":	"",
	"ip":	"192.168.7.143",
	"port":	"9018",
	"mac":	"2c:cc:e6:8a:30:52"
}]

[{I} |08-19 16:44:45.406 1787129085] 
--->>>ENTER: [get_json_to_struct_L1148] msg_id=[0]

[{I} |08-19 16:44:45.406 1787129085] --->>>[parse_xpt_packet_L1304] CMD_NAME=[SK_DISCOVERY_SEARCH]

[{I} |08-19 16:44:45.406 1787129085] --->>>[parse_xpt_packet_L1319] xpt nvr search package: ip[192.168.7.143] port[9018] mac[2c:cc:e6:8a:30:52]

[{I} |08-19 16:44:45.406 1787129085] --->>>[parse_xpt_packet_L1324] ip[192.168.7.143] mac[2c:cc:e6:8a:30:52]

[{I} |08-19 16:44:45.406 1787129085] sk_app_net_set_onvif_searchip_cb enter 192.168.7.143, nvr_type:1
[{I} |08-19 16:44:45.406 1787129085] frommac:2c:cc:e6:8a:30:52
[{I} |08-19 16:44:45.406 1787129085] ===>>>[sk_api_xpt_set_search_reply_flag_L2091]s_xpt_search_reply_flag=[1] flag=[1]

[{I} |08-19 16:44:45.406 1787129085] ===>>>[sk_api_jco_set_search_reply_flag_L2302]s_jco_search_reply_flag=[1] flag=[1]

[{I} |08-19 16:44:45.406 1787129085] ======================== TEST  {sk_onvif_v2_set_search_replay_flag_35} flag=1

[{E} |08-19 16:44:45.406 1787129085] net is wifi, cancel
[{I} |08-19 16:44:45.406 1787129085] 
--->>>ENTER: [resp_xpt_search_data_L920]

[{I} |08-19 16:44:45.406 1787129085] 
--->>>ENTER: [package_xpt_search_data_L844]

[{I} |08-19 16:44:45.407 1787129085] 
--->>>ENTER: [package_xpt_search_data_L853] msg_id=[0]

[{I} |08-19 16:44:45.407 1787129085] --->>>[package_xpt_search_data_L903] s_search_data=[{"service_type": "discovery","msg_id": "0","cmd_name": "SK_DISCOVERY_SEARCH_R","ver": "1.0","channel": 0,"sequence": 0,"code": "C0000","msg": "SUCESS","sn": "0339863700288880000006","type": "IPC","subtype": "1","mfr": "SkyworthDigitalRT","soln": "sstar","name": "SKYWORTH","dtype": "010103","model": "ZCR462","hwver": "66369","swver": "ZCR462_V10005_202608031104","did": "60B705D0E4622632vteJ0","chls": "1","mode":[{"chl":"0","name":"box","stream":"md0_0,md0_1"}],"rtsp": "554","web": "80","udp": "9008","net": "eth","ipmode": "0","ip": "192.168.7.221","mask": "255.255.255.0","gw": "192.168.7.1","mac": "60:b7:05:d0:e4:62","p2p": "XPT"}] length=[637]

[{I} |08-19 16:44:45.407 1787129085] 
--->>>ENTER: [udp_send_xpt_resp_L517]

[{I} |08-19 16:44:45.407 1787129085] ===>>>[udp_send_xpt_resp_L526] pbuf=[{"service_type": "discovery","msg_id": "0","cmd_name": "SK_DISCOVERY_SEARCH_R","ver": "1.0","channel": 0,"sequence": 0,"code": "C0000","msg": "SUCESS","sn": "0339863700288880000006","type": "IPC","subtype": "1","mfr": "SkyworthDigitalRT","soln": "sstar","name": "SKYWORTH","dtype": "010103","model": "ZCR462","hwver": "66369","swver": "ZCR462_V10005_202608031104","did": "60B705D0E4622632vteJ0","chls": "1","mode":[{"chl":"0","name":"box","stream":"md0_0,md0_1"}],"rtsp": "554","web": "80","udp": "9008","net": "eth","ipmode": "0","ip": "192.168.7.221","mask": "255.255.255.0","gw": "192.168.7.1","mac": "60:b7:05:d0:e4:62","p2p": "XPT"}] size=[637]

[{I} |08-19 16:44:45.407 1787129085] ===>>>[udp_send_xpt_resp_L544] [single] sendto:[192.168.7.143:9018] sended=637 size=637

[{I} |08-19 16:44:45.408 1787129085] ===>>>[udp_send_xpt_resp_L569] [lan] sendto:[192.168.7.255:9018] sended=637 size=637

[{I} |08-19 16:44:45.408 1787129085] ===>>>[udp_send_xpt_resp_L589] [broad] sendto:[255.255.255.255:9018] sended=637 size=637

[{E} |08-19 16:44:45.640 1787129085] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{E} |08-19 16:44:46.140 1787129086] mk:[Socket.cpp:906][event poller 1:flushData] flushData

[{E} |08-19 16:44:46.647 1787129086] mk:[Socket.cpp:906][event poller 1:flushData] flushData

[{D} |08-19 16:44:46.937 1787129086] ++++++++++++++++time interval is =[292ms]+++++++++++++++++

[{D} |08-19 16:44:46.937 1787129086] st_mb_pic_cal.u32MBSize 675840

[{I} |08-19 16:44:46.939 1787129086] pic_width: 640, pic_height: 360, dst_w: 640, dst_h: 352

[{E} |08-19 16:44:46.941 1787129086] destroy mb_blk: 0x995818

[{I} |08-19 16:44:46.955 1787129086] recv len = 365 socket id = 251 data = POST /xiaopaitech/device_service HTTP/1.1
Host: 192.168.7.221
User-Agent: Xiaopaitech NVR/1.0
Content-Type: application/json; charset=utf-8;
Content-Length: 127
Connection: close
Authorization: Basic m39BzkVm1d0hYV67FkkYh9R3oZk=

{
	"service_type":	"setting",
	"msg_id":	"0",
	"cmd_name":	"SK_SETTING_GET_OSD",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0
}
[{I} |08-19 16:44:46.955 1787129086] Content-Length:127
[{I} |08-19 16:44:46.955 1787129086] Authorization:m39BzkVm1d0hYV67FkkYh9R3oZk=
[{I} |08-19 16:44:46.955 1787129086] sk xpt get ip = 192.168.7.143 token = m39BzkVm1d0hYV67FkkYh9R3oZk= ok index = 0
[{E} |08-19 16:44:46.955 1787129086] Authorization : m39BzkVm1d0hYV67FkkYh9R3oZk= token : m39BzkVm1d0hYV67FkkYh9R3oZk= 
[{I} |08-19 16:44:46.955 1787129086] cmd_name SK_SETTING_GET_OSD
[{E} |08-19 16:44:47.121 1787129087] ==LYH=num_bboxes=2=select_idx=0==posture.class_id=0=

[{E} |08-19 16:44:47.121 1787129087] ==LYH=tvd=i=0=class_id=0==pose_metric=17.336143=

[{E} |08-19 16:44:47.121 1787129087] ==LYH=tvd=i=1=class_id=0==pose_metric=7.688122=

[{E} |08-19 16:44:47.121 1787129087] ==LYH=tvd=num_bboxes=2=results_ex_count=2==m_pose_class_id=0=

[{E} |08-19 16:44:47.149 1787129087] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{E} |08-19 16:44:47.327 1787129087] the mem is: total 74132KB vaild 21532KB free 10924KB buffer 20kB cache 13440KB add 24384kB cpu is 47.13 temp 63 

[{E} |08-19 16:44:47.650 1787129087] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[08-19 16:44:47.877] PPCS_GetAPIInformation(375 Byte):{
"LibType":"c",
"LicenseReq":"Standard",
"Version":"5.2.1.0",
"BuiltDate":"Oct 21 2024 17:37:22",
"MaxNumSess":6,
"MaxNumCh":8,
"SessAliveSec":6,
"P2PPunchRange":3,
"QuickListen":1,
"SupportAPILog":"Yes",
"Initialized":"Yes",
"NumSess":0,
"NumRunningConnect":0,
"NumRunningListen":1,
"LastLoginAck":12,
"ServerInfo":"122.9.125.105(31),116.63.14.62(80),122.112.192.56(119)"
}

[08-19 16:44:47.877] PPCS_GetAPIInformation LastLoginAck:12

[{E} |08-19 16:44:48.158 1787129088] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{E} |08-19 16:44:48.682 1787129088] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{E} |08-19 16:44:49.182 1787129089] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{E} |08-19 16:44:49.688 1787129089] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{D} |08-19 16:44:49.947 1787129089] ++++++++++++++++time interval is =[184ms]+++++++++++++++++

[{D} |08-19 16:44:49.947 1787129089] st_mb_pic_cal.u32MBSize 675840

[{I} |08-19 16:44:49.948 1787129089] pic_width: 640, pic_height: 360, dst_w: 640, dst_h: 352

[{E} |08-19 16:44:49.951 1787129089] destroy mb_blk: 0x995818

[{I} |08-19 16:44:49.952 1787129089] recv len = 365 socket id = 251 data = POST /xiaopaitech/device_service HTTP/1.1
Host: 192.168.7.221
User-Agent: Xiaopaitech NVR/1.0
Content-Type: application/json; charset=utf-8;
Content-Length: 127
Connection: close
Authorization: Basic m39BzkVm1d0hYV67FkkYh9R3oZk=

{
	"service_type":	"setting",
	"msg_id":	"0",
	"cmd_name":	"SK_SETTING_GET_OSD",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0
}
[{I} |08-19 16:44:49.952 1787129089] Content-Length:127
[{I} |08-19 16:44:49.952 1787129089] Authorization:m39BzkVm1d0hYV67FkkYh9R3oZk=
[{I} |08-19 16:44:49.952 1787129089] sk xpt get ip = 192.168.7.143 token = m39BzkVm1d0hYV67FkkYh9R3oZk= ok index = 0
[{E} |08-19 16:44:49.952 1787129089] Authorization : m39BzkVm1d0hYV67FkkYh9R3oZk= token : m39BzkVm1d0hYV67FkkYh9R3oZk= 
[{I} |08-19 16:44:49.952 1787129089] cmd_name SK_SETTING_GET_OSD
[{E} |08-19 16:44:50.131 1787129090] ==LYH=num_bboxes=1=select_idx=0==posture.class_id=0=

[{E} |08-19 16:44:50.131 1787129090] ==LYH=tvd=i=0=class_id=0==pose_metric=14.748764=

[{E} |08-19 16:44:50.131 1787129090] ==LYH=tvd=num_bboxes=1=results_ex_count=1==m_pose_class_id=0=

[{E} |08-19 16:44:50.188 1787129090] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{E} |08-19 16:44:50.701 1787129090] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{E} |08-19 16:44:51.121 1787129091] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{D} |08-19 16:44:51.122 1787129091] mk:[RtmpPusher.cpp:404][event poller 3:operator()] send_metaData rtmp->time_stamp 1787129091047


[{E} |08-19 16:44:51.122 1787129091] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{E} |08-19 16:44:51.357 1787129091] the mem is: total 74132KB vaild 21524KB free 10912KB buffer 20kB cache 13448KB add 24380kB cpu is 45.35 temp 63 

[{I} |08-19 16:44:51.367 1787129091] alarm event_type 8 type:0  i 5517
[{I} |08-19 16:44:51.367 1787129091] ===>>>[sk_get_jco_connect_status_L162] s_jco_connect_status=[0]

[{E} |08-19 16:44:51.367 1787129091] snr_id : 0 sk_api_ai_xpt_send_alarm_event buff = {"ser":"alarm","alm":"HD","date":"2026-08-19 16:44:51","data":"","dir":0,"fn":"","fmt":"JPEG"}
[{E} |08-19 16:44:51.368 1787129091] ai_sound_alarm_notify m_alarm_sound_endtime = 0 cur_time 1787129091
[{E} |08-19 16:44:51.368 1787129091] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{D} |08-19 16:44:51.368 1787129091] mk:[RtspSession.cpp:442][sound_light_ala:operator()] stream=md0_0 private_protocal=2

[{D} |08-19 16:44:51.368 1787129091] mk:[RtspSession.cpp:442][sound_light_ala:operator()] stream=md0_0 private_protocal=2

[{D} |08-19 16:44:51.368 1787129091] mk:[RtspSession.cpp:458][sound_light_ala:operator()] mediastream=md0_1 private_protocal=2

[{D} |08-19 16:44:51.368 1787129091] mk:[RtspSession.cpp:459][sound_light_ala:operator()] alarmstream=md0_0 type=2

[{D} |08-19 16:44:51.369 1787129091] mk:[RtspSession.cpp:458][sound_light_ala:operator()] mediastream=md0_1 private_protocal=2

[{D} |08-19 16:44:51.369 1787129091] mk:[RtspSession.cpp:459][sound_light_ala:operator()] alarmstream=md0_0 type=2

[{E} |08-19 16:44:51.383 1787129091] mk:[Socket.cpp:906][event poller 1:flushData] flushData

[{E} |08-19 16:44:51.383 1787129091] mk:[Socket.cpp:906][event poller 1:flushData] flushData

[{D} |08-19 16:44:51.384 1787129091] mk:[RtspSession.cpp:1323][event poller 5:updateRtcpContext] send alarm  size=94 this=0xc398a8

[{E} |08-19 16:44:51.384 1787129091] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{E} |08-19 16:44:51.387 1787129091] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{D} |08-19 16:44:51.388 1787129091] mk:[RtspSession.cpp:1329][event poller 5:updateRtcpContext] send ok this=0xc398a8

[{D} |08-19 16:44:51.388 1787129091] mk:[RtspSession.cpp:1323][event poller 5:updateRtcpContext] send alarm  size=94 this=0xc398a8

[{E} |08-19 16:44:51.388 1787129091] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{E} |08-19 16:44:51.388 1787129091] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{D} |08-19 16:44:51.388 1787129091] mk:[RtspSession.cpp:1329][event poller 5:updateRtcpContext] send ok this=0xc398a8

[{E} |08-19 16:44:51.388 1787129091] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{E} |08-19 16:44:51.898 1787129091] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{E} |08-19 16:44:52.408 1787129092] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{E} |08-19 16:44:52.915 1787129092] mk:[Socket.cpp:906][event poller 1:flushData] flushData

[{I} |08-19 16:44:52.950 1787129092] recv len = 365 socket id = 251 data = POST /xiaopaitech/device_service HTTP/1.1
Host: 192.168.7.221
User-Agent: Xiaopaitech NVR/1.0
Content-Type: application/json; charset=utf-8;
Content-Length: 127
Connection: close
Authorization: Basic m39BzkVm1d0hYV67FkkYh9R3oZk=

{
	"service_type":	"setting",
	"msg_id":	"0",
	"cmd_name":	"SK_SETTING_GET_OSD",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0
}
[{I} |08-19 16:44:52.951 1787129092] Content-Length:127
[{I} |08-19 16:44:52.951 1787129092] Authorization:m39BzkVm1d0hYV67FkkYh9R3oZk=
[{I} |08-19 16:44:52.951 1787129092] sk xpt get ip = 192.168.7.143 token = m39BzkVm1d0hYV67FkkYh9R3oZk= ok index = 0
[{E} |08-19 16:44:52.951 1787129092] Authorization : m39BzkVm1d0hYV67FkkYh9R3oZk= token : m39BzkVm1d0hYV67FkkYh9R3oZk= 
[{I} |08-19 16:44:52.951 1787129092] cmd_name SK_SETTING_GET_OSD
[{D} |08-19 16:44:52.957 1787129092] ++++++++++++++++time interval is =[184ms]+++++++++++++++++

[{D} |08-19 16:44:53.111 1787129093] st_mb_pic_cal.u32MBSize 675840

[{I} |08-19 16:44:53.112 1787129093] pic_width: 640, pic_height: 360, dst_w: 640, dst_h: 352

[{E} |08-19 16:44:53.115 1787129093] destroy mb_blk: 0x995818

[{E} |08-19 16:44:53.161 1787129093] [0xac6d88]::streamid=5 inject timeout =53022 

[{E} |08-19 16:44:53.299 1787129093] ==LYH=num_bboxes=2=select_idx=0==posture.class_id=0=

[{E} |08-19 16:44:53.299 1787129093] ==LYH=tvd=i=0=class_id=0==pose_metric=3.087715=

[{E} |08-19 16:44:53.299 1787129093] ==LYH=tvd=i=1=class_id=0==pose_metric=4.326279=

[{E} |08-19 16:44:53.299 1787129093] ==LYH=tvd=num_bboxes=2=results_ex_count=2==m_pose_class_id=0=

[{E} |08-19 16:44:53.430 1787129093] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{E} |08-19 16:44:53.939 1787129093] mk:[Socket.cpp:906][event poller 1:flushData] flushData

[{E} |08-19 16:44:54.439 1787129094] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{E} |08-19 16:44:54.940 1787129094] mk:[Socket.cpp:906][event poller 0:flushData] flushData

[{E} |08-19 16:44:55.387 1787129095] the mem is: total 74132KB vaild 21404KB free 9972KB buffer 20kB cache 14224KB add 24216kB cpu is 39.76 temp 63 

[{E} |08-19 16:44:55.448 1787129095] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{I} |08-19 16:44:55.946 1787129095] recv len = 365 socket id = 249 data = POST /xiaopaitech/device_service HTTP/1.1
Host: 192.168.7.221
User-Agent: Xiaopaitech NVR/1.0
Content-Type: application/json; charset=utf-8;
Content-Length: 127
Connection: close
Authorization: Basic m39BzkVm1d0hYV67FkkYh9R3oZk=

{
	"service_type":	"setting",
	"msg_id":	"0",
	"cmd_name":	"SK_SETTING_GET_OSD",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0
}
[{I} |08-19 16:44:55.946 1787129095] Content-Length:127
[{I} |08-19 16:44:55.947 1787129095] Authorization:m39BzkVm1d0hYV67FkkYh9R3oZk=
[{I} |08-19 16:44:55.947 1787129095] sk xpt get ip = 192.168.7.143 token = m39BzkVm1d0hYV67FkkYh9R3oZk= ok index = 0
[{E} |08-19 16:44:55.947 1787129095] Authorization : m39BzkVm1d0hYV67FkkYh9R3oZk= token : m39BzkVm1d0hYV67FkkYh9R3oZk= 
[{I} |08-19 16:44:55.947 1787129095] cmd_name SK_SETTING_GET_OSD
[{E} |08-19 16:44:55.960 1787129095] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{D} |08-19 16:44:55.967 1787129095] ++++++++++++++++time interval is =[342ms]+++++++++++++++++

[{D} |08-19 16:44:56.044 1787129096] st_mb_pic_cal.u32MBSize 675840

[{I} |08-19 16:44:56.046 1787129096] pic_width: 640, pic_height: 360, dst_w: 640, dst_h: 352

[{E} |08-19 16:44:56.050 1787129096] destroy mb_blk: 0x995818

[{I} |08-19 16:44:56.179 1787129096] result:fd event >----send------post_pd_event_type:2 plan endtime:1787130000--<
{E} |[2026-08-19 16:44:56.180][xpt_iot] [xpt_iot_post_intelligent_alarm:6085] : devid: 0, alarm type: 100003, alarm_time: 0

[{D} |08-19 16:44:56.180 1787129096] [POST PIC] jpeg_len:0, event type :100003 return success  alarm_alert_time:60
[{I} |08-19 16:44:56.181 1787129096] ---->>[alarm_event_notify] SKYALARM_PD_FD
[{E} |08-19 16:44:56.181 1787129096] push_message error! hsm is SK_INVALID_HSM. hsm=0 message=805343233
[{E} |08-19 16:44:56.225 1787129096] ==LYH=num_bboxes=2=select_idx=0==posture.class_id=0=

[{E} |08-19 16:44:56.225 1787129096] ==LYH=tvd=i=0=class_id=0==pose_metric=11.012592=

[{E} |08-19 16:44:56.225 1787129096] ==LYH=tvd=i=1=class_id=0==pose_metric=7.174664=

[{E} |08-19 16:44:56.225 1787129096] ==LYH=tvd=num_bboxes=2=results_ex_count=2==m_pose_class_id=0=

[{E} |08-19 16:44:56.469 1787129096] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{E} |08-19 16:44:56.980 1787129096] mk:[Socket.cpp:906][event poller 0:flushData] flushData

[{E} |08-19 16:44:57.508 1787129097] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{E} |08-19 16:44:58.008 1787129098] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{E} |08-19 16:44:58.513 1787129098] mk:[Socket.cpp:906][event poller 0:flushData] flushData

[{I} |08-19 16:44:58.608 1787129098] HH_GetNTP ntpTimeZone GMT-8:00
[{I} |08-19 16:44:58.939 1787129098] recv len = 365 socket id = 249 data = POST /xiaopaitech/device_service HTTP/1.1
Host: 192.168.7.221
User-Agent: Xiaopaitech NVR/1.0
Content-Type: application/json; charset=utf-8;
Content-Length: 127
Connection: close
Authorization: Basic m39BzkVm1d0hYV67FkkYh9R3oZk=

{
	"service_type":	"setting",
	"msg_id":	"0",
	"cmd_name":	"SK_SETTING_GET_OSD",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0
}
[{I} |08-19 16:44:58.939 1787129098] Content-Length:127
[{I} |08-19 16:44:58.940 1787129098] Authorization:m39BzkVm1d0hYV67FkkYh9R3oZk=
[{I} |08-19 16:44:58.940 1787129098] sk xpt get ip = 192.168.7.143 token = m39BzkVm1d0hYV67FkkYh9R3oZk= ok index = 0
[{E} |08-19 16:44:58.940 1787129098] Authorization : m39BzkVm1d0hYV67FkkYh9R3oZk= token : m39BzkVm1d0hYV67FkkYh9R3oZk= 
[{I} |08-19 16:44:58.940 1787129098] cmd_name SK_SETTING_GET_OSD
[{D} |08-19 16:44:58.978 1787129098] ++++++++++++++++time interval is =[258ms]+++++++++++++++++
